ticker,source_names,source_types,seed_hits,etf_hits,exchange,industryLink,industryName,quoteType,rank,regularMarketChange,regularMarketPercentChange,regularMarketPrice,shortName,name,ytd return,last price,sector_key,industry_key,source_count,source_type_count,sources,is_active,is_reserve,is_hard_exclusion,candidate_status,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,currency,bid,fiftyTwoWeekHigh,fiftyTwoWeekLow,averageAnalystRating,financialCurrency,ask,marketCap,hasPrePostMarketData,firstTradeDateMilliseconds,priceHint,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketTime,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bidSize,askSize,market,messageBoardId,fullExchangeName,regularMarketChangePercent,longName,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,corporateActions,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,trailingAnnualDividendRate,trailingAnnualDividendYield,marketState,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,cryptoTradeable,displayName,symbol,lastCloseTevEbitLtm,lastClosePriceToNNWCPerShare,dividendYield,dividendDate,trailingPE,dividendRate,ipoExpectedDate,target price,growth estimate,rating,market weight,prevName,nameChangeDate,Name,Holding Percent,etf_name,seed,underlyingSymbol,sector,industry,priority_score,recent_bars,recent_score,recent_r63,recent_r126,recent_r252,scan_bars_if_added,scan_latest_rank_if_added,scan_latest_score_if_added,scan_days_top15_if_added,scan_days_top5_if_added,scan_top15_now_if_added,scan_top5_now_if_added,scan_rank_component,scan_persistence_component,scan_bars_component,scan_top5_share,scan_rel_recent_score,scan_rr_score,scan_breakout252_component,scan_trend200_component,scan_dist_sma220,scan_dd60,scan_r21,scan_entry_heat_flag,scan_pullback_quality,recent_rel_r63,recent_rel_r126,recent_rel_r252,scan_algo_compat_score,scan_algo_compat_score_v2,scan_recent_score_pct,scan_emerging_score,scan_emerging_score_v2,scan_algo_fit,scan_candidate_track
CLF,"{'basic-materials', 'us:Basic Materials', 'ALB'}",custom_screen|sector_top_company|seed_peer,ALB,,NYQ,,,EQUITY,,-0.19,,9.04,Cleveland-Cliffs Inc.,Cleveland-Cliffs Inc.,,,basic-materials,specialty-chemicals,3,3,ALB|basic-materials|us:Basic Materials,0,0,0,new,en-US,US,Equity,Nasdaq Real Time Price,False,LOW,USD,9.09,16.7,5.63,2.8 - Hold,USD,9.1,5156384768.0,True,99153000000.0,2.0,0.66372144,1775865440.0,9.1,0.06000042,1775851202.0,9.36,9.03 - 9.36,9.03,7836659.0,9.23,8700.0,8600.0,us_market,finmb_261738,NYSE,-2.0585,Cleveland-Cliffs Inc.,9.33,18381554.0,13885080.0,[],3.4099998,0.6056838,5.63 - 16.7,-7.660001,-0.45868266,22.659433,1776688200.0,1776688200.0,1776688200.0,1776688200.0,1776688200.0,False,0.0,0.0,CLOSED,-2.9,0.688,-0.36667,-24.65432,570396523.0,10.734,10.2642,-1.2242002,-0.11926894,11.3497,-2.3097,-0.20350318,13.139534,0.8421837,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,Cleveland-Cliffs,CLF,,,,1586908800.0,,,,,,Hold,0.0029795168,,,,,,,,,,25.88357487922705,3086,-0.06527097042522162,-0.26264275749711685,-0.349640272665786,0.31778422535129036,3171,141.0,-0.1031504793615523,574.0,321.0,0,0,0.0,1.0,1.0,0.5592334494773519,-0.2074737530251146,-0.0981903102816728,0.0,0.0,-0.17541161547525363,-0.4009277753186309,-0.02586204504569778,0,0.0,-0.2517364038536801,-0.3557183463594624,-0.03709783427648394,4.175,4.077983449477352,0.1125,1.5125,1.125,weak,fringe
GWW,"{'BE', 'VRT', 'industrials'}",sector_top_company|seed_peer,BE|VRT,,,,,,,,,,,"W.W. Grainger, Inc.",,,industrials,electrical-equipment-parts,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold,0.007928777,,,,,,,,,,23.986473429951694,3086,0.22121943392409887,0.1342649455011371,0.21183008853533747,0.2740860235243412,3171,90.0,0.19580499222252312,151.0,46.0,0,0,0.0,0.6665,1.0,0.304635761589404,0.082799065990177,0.7838083721335682,0.9277676659477668,0.09553017582932515,0.13862988810425692,-0.025281316918281616,0.055452959140757985,0,0.0,0.15104201624502478,0.20050467542508343,-0.06902801857215335,3.7995,4.7049144666556595,0.4,3.0,3.827767665947767,weak,fringe
ODFL,"{'BE', 'VRT', 'industrials'}",sector_top_company|seed_peer,BE|VRT,,,,,,,,,,,"Old Dominion Freight Line, Inc.",,,industrials,electrical-equipment-parts,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold,0.0062210807,,,,,,,,,,23.986473429951694,3086,0.38103398610126404,0.21792247140460064,0.439080037713808,0.40454369183705174,3171,59.0,0.3941090327602136,150.0,0.0,0,0,0.0,0.5249999999999999,1.0,0.0,0.22795856167044795,0.8246366246854753,0.8963874865448442,0.19019279931159497,0.2860819202912992,-0.03626437970930452,0.10366568201485205,0,0.0,0.23593693226259527,0.42563081238096667,0.02629712566385556,3.75,4.590698171513863,0.55,3.825,4.627637486544844,weak,fringe
MOS,"{'basic-materials', 'us:Basic Materials', 'ALB'}",custom_screen|sector_top_company|seed_peer,ALB,,NYQ,,,EQUITY,,-0.51,,24.76,Mosaic Company (The),The Mosaic Company,,,basic-materials,specialty-chemicals,3,3,ALB|basic-materials|us:Basic Materials,0,0,0,new,en-US,US,Equity,Nasdaq Real Time Price,False,LOW,USD,24.5,38.23,23.06,2.6 - Hold,USD,24.99,7861429760.0,True,570205800000.0,2.0,0.64782065,1775865366.0,24.9204,0.16040039,1775851202.0,25.61,24.4901 - 25.61,24.4901,6038805.0,25.27,1000.0,2200.0,us_market,finmb_890498,NYSE,-2.0182,The Mosaic Company,25.38,9075130.0,8307190.0,[],1.7000008,0.07372076,23.06 - 38.23,-13.469999,-0.3523411,-6.8472567,1771966800.0,1778011200.0,1778011200.0,1772035200.0,1772035200.0,True,0.88,0.034823902,CLOSED,1.7,2.46033,1.74347,14.201564,317505258.0,38.074,27.4448,-2.6847992,-0.09782542,29.6294,-4.8694,-0.16434352,10.063691,0.65031254,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,,MOS,,,3.55,1780358400.0,14.564706,0.88,,,,Hold,0.0045425748,,,,,,,,,,25.926086956521736,3086,-0.0931620463169654,-0.06495465797161537,-0.2883012481373335,0.08787346133072771,3171,144.0,-0.12469504977898445,217.0,61.0,0,0,0.0,0.883,1.0,0.28110599078341014,-0.21024314452757994,-0.16655899624379608,0.01386627344072422,0.0,-0.1798818654368537,-0.2104591917415698,-0.15060032408569135,0,0.0,-0.05112427212201831,-0.2949525785929412,-0.20509314666499945,3.749,3.4620257548478452,0.0875,1.3624999999999998,0.9951162734407242,weak,fringe
URI,"{'BE', 'VRT', 'industrials'}",sector_top_company|seed_peer,BE|VRT,,,,,,,,,,,"United Rentals, Inc.",,,industrials,electrical-equipment-parts,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buy,0.0069442797,,,,,,,,,,23.986473429951694,3086,0.038152715967744846,-0.15898938291757703,-0.22369943133208825,0.39857591271023884,3171,127.0,0.0016242265718309223,241.0,19.0,0,0,0.0,0.7569999999999999,1.0,0.07883817427385892,-0.11291718742419299,0.08435055802779952,0.30512602990414905,0.0,-0.08786283304603493,-0.19255030304020848,-0.011068852975859689,0,1.0,-0.14654987777804496,-0.23095451166147296,0.021936481990012968,3.646,3.8110637922163484,0.2,1.975,2.211376029904149,weak,fringe
CSX,"{'BE', 'VRT', 'us:Industrials', 'industrials'}",custom_screen|sector_top_company|seed_peer,BE|VRT,,NMS,,,EQUITY,,-0.25,,42.24,CSX Corporation,CSX Corporation,,,industrials,electrical-equipment-parts,4,3,BE|VRT|industrials|us:Industrials,0,0,0,new,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,USD,40.32,43.35,27.0,1.9 - Buy,USD,44.84,78566105088.0,True,342109800000.0,2.0,0.3787875,1775865427.0,42.4,0.15999985,1775851202.0,42.715,42.0 - 42.715,42.0,8939377.0,42.49,1.0,1.0,us_market,finmb_257948,NasdaqGS,-0.588374,CSX Corporation,42.5,13727240.0,14078500.0,[],15.240002,0.5644445,27.0 - 43.35,-1.1099968,-0.025605462,49.41634,1776888000.0,1776888000.0,1776888000.0,1776889800.0,1776889800.0,False,0.52,0.012238173,CLOSED,1.54,2.09223,1.84616,22.879925,1859992927.0,7.074,40.6546,1.5854034,0.038996905,36.44705,5.7929535,0.15894164,20.188986,5.9711623,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,CSX,CSX,,,1.33,1773360000.0,27.428574,0.56,,,,Buy,0.011219067,,,,,,,,,,34.303864734299516,3086,0.34221680719190506,0.19592304766233148,0.1749652512389277,0.5826152429096692,3171,67.0,0.32527540816490286,141.0,0.0,0,0,0.0,0.49349999999999994,1.0,0.0,0.170881622497159,1.485563954926724,0.9384495496261094,0.10596105432897351,0.17192913887439776,-0.021542657630861717,0.047099690597225186,0,0.0,0.21361211198055563,0.16398436622347345,0.1564136340291462,3.4804999999999997,4.499846362373049,0.475,3.425,4.54469954962611,weak,fringe
GOOG,"{'communication-services', 'XLC', 'us:Communication Services', 'VOX'}",custom_screen|etf_holding|sector_top_company,,VOX|XLC,NMS,,,EQUITY,,-0.649994,,315.72,Alphabet Inc.,Alphabet Inc.,,,communication-services,,4,3,VOX|XLC|communication-services|us:Communication Services,0,0,0,new,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,USD,315.59,350.15,148.4,1.4 - Strong Buy,USD,318.5,3819265064960.0,True,1092922200000.0,2.0,0.18370283,1775865566.0,316.3,0.5799866,1775851202.0,319.5,314.54 - 319.5,314.54,10987310.0,316.37,3.0,3.0,us_market,finmb_29096,NasdaqGS,-0.205454,Alphabet Inc.,318.12,21808966.0,19282920.0,[],167.32,1.1274934,148.4 - 350.15,-34.429993,-0.09832927,95.52858,1777492800.0,1777492800.0,1777492800.0,1777494600.0,1777494600.0,False,0.83,0.0026235105,CLOSED,10.8,13.4327,11.55571,27.321558,5438000000.0,34.353,307.862,7.8580017,0.025524428,268.94754,46.77246,0.17390923,23.503838,9.190464,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,Alphabet,GOOG,,,0.27,1773619200.0,29.233334,0.84,,,,Strong Buy,0.49725115,,,Alphabet Inc Class C,0.0852071,State Street Communication Serv,,,,,33.67391304347826,3086,0.569746170325225,-0.03156347423908723,0.2862380533898463,1.1539091095427598,3171,40.0,0.5294694211768101,99.0,5.0,0,0,0.0,0.3615,1.0,0.050505050505050504,0.3357818040419833,2.1626918195779217,0.7582736760786615,0.11593946212949913,0.2131456654320425,-0.08460421337246848,0.02366898215144264,0,1.0,-0.01723919474151603,0.2742172449856126,0.5738568624901037,3.4345,5.005332933429947,0.675,4.375,5.739523676078661,low,fringe
FDX,"{'BE', 'VRT', 'industrials'}",sector_top_company|seed_peer,BE|VRT,,,,,,,,,,,FedEx Corporation,,,industrials,electrical-equipment-parts,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buy,0.012745848,,,,,,,,,,23.986473429951694,3086,0.6212137247278857,0.210575627812168,0.5591214020406445,0.8886250958729858,3171,31.0,0.612366088350109,63.0,0.0,0,0,0.0,0.22049999999999997,1.0,0.0,0.41552216239802425,2.273451544817198,0.8940925511383147,0.22085465743736674,0.3569818459746359,-0.03706760710158985,0.03511434021267301,0,0.0,0.22848142048361275,0.5445503048759501,0.38001439087730415,3.1615,4.684068325145409,0.7125,4.6375,5.862842551138314,weak,fringe
HEI-A,"{'BE', 'VRT', 'industrials'}",sector_top_company|seed_peer,BE|VRT,,,,,,,,,,,HEICO Corporation,,,industrials,electrical-equipment-parts,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hold,0.0050030528,,,,,,,,,,23.986473429951694,3086,-0.027986806496670236,-0.18971431046586984,-0.12892364098692533,0.15381377997818468,3171,132.0,-0.03341650309376721,157.0,11.0,0,0,0.0,0.5825,1.0,0.07006369426751592,-0.15313591749488842,-0.09771000187992375,0.4170446570154003,0.0,-0.1065252620732452,-0.2040343700446099,-0.05645234402614552,0,0.0,-0.17772926200784156,-0.13706446840962327,-0.156910694323677,3.0475,3.061790488476756,0.1375,1.7125,1.7357946570154001,weak,fringe
BAC,"{'XLF', 'us:Financial Services', 'financial-services', 'VFH'}",custom_screen|etf_holding|sector_top_company,,VFH|XLF,NYQ,,,EQUITY,,-0.169998,,52.54,Bank of America Corporation,Bank of America Corporation,,,financial-services,,4,3,VFH|XLF|financial-services|us:Financial Services,0,0,0,new,en-US,US,Equity,Nasdaq Real Time Price,False,LOW,USD,52.59,57.55,36.27,1.5 - Strong Buy,USD,52.6,377062883328.0,True,99153000000.0,2.0,0.11400528,1775865570.0,52.5999,0.059898376,1775851203.0,52.82,52.205 - 52.82,52.205,16787886.0,52.71,9100.0,4800.0,us_market,finmb_19049,NYSE,-0.322516,Bank of America Corporation,52.8,42204177.0,34039940.0,[],16.27,0.4485801,36.27 - 57.55,-5.0099983,-0.08705471,43.277885,1776256200.0,1776256200.0,1776256200.0,1776256200.0,1776256200.0,False,1.08,0.020489471,CLOSED,3.81,4.98662,4.35239,12.071529,7145709181.0,38.441,50.6796,1.8604012,0.036709074,50.9896,1.5503998,0.030406196,10.536195,1.3667698,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,Bank of America,BAC,,,2.13,1774569600.0,13.790027,1.12,,,,Strong Buy,0.048631854,,,Bank of America Corp,0.045816302,State Street Financial Select S,,,,,33.436714975845405,3086,0.20865393946859592,-0.06479172961686674,0.054173369877071664,0.4998573436028515,3171,91.0,0.18229865292875613,78.0,0.0,0,0,0.0,0.27299999999999996,1.0,0.0,0.045913805877875975,0.7907195384210877,0.7649407818104725,0.020270811128724347,0.04203085253541716,-0.07058195559754366,0.0828524406396709,0,0.0,-0.05095893387128847,0.044321370808360294,0.09594261082197386,2.594,3.370476955763518,0.3875,2.9375,3.6149407818104726,weak,fringe
WCN,"{'BE', 'VRT', 'industrials'}",sector_top_company|seed_peer,BE|VRT,,,,,,,,,,,"Waste Connections, Inc.",,,industrials,electrical-equipment-parts,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Buy,0.005898652,,,,,,,,,,23.986473429951694,3086,-0.08304720898609777,-0.03941270261979124,-0.06966437868292119,-0.1182472924724276,3171,141.0,-0.10229379931388075,120.0,6.0,0,0,0.0,0.438,1.0,0.05,-0.17866657425674598,-0.31583609472035395,0.470019324635114,0.0,-0.07873744693710516,-0.06681685770113255,-0.030595752767526352,0,1.0,-0.025204522152125097,-0.07835902601201616,-0.3557051485537862,2.5140000000000002,2.8981115947810676,0.1,1.5,1.838769324635114,weak,fringe
WAB,"{'BE', 'VRT', 'industrials'}",sector_top_company|seed_peer,BE|VRT,,,,,,,,,,,Westinghouse Air Brake Technologies Corporation,,,industrials,electrical-equipment-parts,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Buy,0.0065081287,,,,,,,,,,23.986473429951694,3086,0.44357930674824525,0.20158243052394353,0.33995085548510895,0.6682061961235324,3171,57.0,0.4139047351746252,27.0,0.0,0,0,0.0,0.0945,1.0,0.0,0.2624241713370149,1.7580607606635716,0.9614041735215013,0.15860094534971628,0.2446482078844181,-0.013508539267474529,0.08663657134136771,0,0.0,0.21935520356208604,0.32742806278555747,0.2189547637759368,2.4835,4.012403071322731,0.5875,3.9625000000000004,5.223904173521501,weak,fringe
DOW,"{'basic-materials', 'us:Basic Materials', 'ALB'}",custom_screen|sector_top_company|seed_peer,ALB,,NYQ,,,EQUITY,,0.969997,,39.01,Dow Inc.,Dow Inc.,,,basic-materials,specialty-chemicals,3,3,ALB|basic-materials|us:Basic Materials,0,0,0,new,en-US,US,Equity,Nasdaq Real Time Price,False,LOW,USD,38.79,42.74,20.402,2.5 - Buy,USD,39.06,28072351744.0,True,1553088600000.0,2.0,-0.15380046,1775865587.0,38.95,-0.05999756,1775851202.0,39.12,38.245 - 39.12,38.245,10880906.0,38.04,900.0,200.0,us_market,finmb_9830660,NYSE,2.54994,Dow Inc.,38.5,14832438.0,16787790.0,[],18.607998,0.9120673,20.402 - 42.74,-3.7300034,-0.08727195,35.076176,1776947400.0,1776947400.0,1776947400.0,1769778000.0,1769778000.0,False,2.1,0.055205043,CLOSED,-3.7,1.25533,0.45904,84.9817,719619373.0,22.319,34.619,4.390999,0.12683783,26.94075,12.069248,0.4479923,31.075493,1.747838,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,Dow,DOW,,,3.59,1773360000.0,,1.4,,,,Buy,0.016221063,,,,,,,,,,28.504347826086956,1775,0.5960173669620166,0.5050153629131806,0.726106091286548,0.5114296446619031,1825,36.0,0.5772092526948454,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.4312043991283493,1.1904975352102698,0.8048380577084877,0.2986615262272087,0.43914056265663826,-0.06830667980202931,0.13500144119422552,0,0.0,0.5272762547042749,0.7099744035682034,0.10439846690053245,2.45,3.967099750361418,0.7,4.55,5.486088057708487,weak,fringe
CRWV,"{'day_gainers', 'WDC', 'most_actives', 'us:Technology', 'SNDK', 'LITE', 'LRCX', 'MU', 'technology'}",custom_screen|predefined_screen|sector_top_company|seed_peer,LITE|LRCX|MU|SNDK|WDC,,NMS,,,EQUITY,,10.0,,102.0,"CoreWeave, Inc.","CoreWeave, Inc.",,,technology,computer-hardware,9,4,LITE|LRCX|MU|SNDK|WDC|day_gainers|most_actives|technology|us:Technology,0,0,0,new,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,USD,101.74,187.0,33.515,1.9 - Buy,USD,102.18,53620187136.0,True,1743168600000.0,2.0,0.9607876,1775865598.0,102.98,0.98000336,1775851200.0,105.9,93.21 - 105.9,93.21,78677043.0,92.0,5.0,5.0,us_market,finmb_605989324,NasdaqGS,10.8696,"CoreWeave, Inc.",93.44,27291674.0,32853830.0,[],68.485,2.0434134,33.515 - 187.0,-85.0,-0.45454547,133.89133,1772139600.0,1778702400.0,1778702400.0,1772143200.0,1772143200.0,True,0.0,0.0,CLOSED,-2.81,-0.46335,-2.81714,-36.206932,419028081.0,6.643,85.6856,16.3144,0.19039838,103.02315,-1.0231476,-0.00993124,-220.13597,15.354508,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,CoreWeave,CRWV,-4317.392648,-0.9727295942000336,,,,,2025-03-28,,,Buy,0.0024020348,,,,,,,,,,63.714009661835746,260,0.4916612178303804,0.32312887333561613,-0.2713244526843991,1.338913060592542,267,38.0,0.5586832105048446,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.24090165838833427,0.480329256510187,0.0,0.0,-0.047690585261699336,-0.0630167239747309,0.2445095307391716,0,0.0,0.3426994567335051,-0.27813444335451354,0.7090388609585967,2.4,2.8874999999999997,0.625,4.275,3.95625,weak,fringe
JCI,"{'BE', 'VRT', 'us:Industrials', 'industrials'}",custom_screen|sector_top_company|seed_peer,BE|VRT,,NYQ,,,EQUITY,,0.679993,,142.53,Johnson Controls International ,Johnson Controls International plc,,,industrials,electrical-equipment-parts,4,3,BE|VRT|industrials|us:Industrials,0,0,0,new,en-US,US,Equity,Delayed Quote,False,LOW,USD,141.91,146.49,73.55,2.0 - Buy,USD,143.38,87237787648.0,True,559834200000.0,2.0,-0.90948933,1775865600.0,141.2337,-1.2962952,1775851202.0,143.05,141.52 - 143.05,141.52,2423124.0,141.85,500.0,200.0,us_market,finmb_282590,NYSE,0.479374,Johnson Controls International plc,142.57,4735238.0,3140790.0,[],68.979996,0.9378653,73.55 - 146.49,-3.9600067,-0.027032606,81.56688,1770211800.0,1778070600.0,1778070600.0,1770211800.0,1770211800.0,True,1.54,0.010856538,CLOSED,2.98,5.56248,4.74753,30.021927,612066206.0,21.575,135.4976,7.0323944,0.051900506,117.21145,25.31855,0.21600749,25.623463,6.606257,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,Johnson Controls,JCI,,,1.12,1775779200.0,47.828857,1.6,,,,Buy,0.012457365,,,,,,,,,,34.15942028985507,3086,0.5833427247410323,0.2807080385189473,0.3144885952056331,1.003514197387474,3171,40.0,0.5338933373257514,1.0,0.0,0,0,0.0,0.0034999999999999996,1.0,0.0,0.366397186476599,1.913380023232346,0.9424484335539949,0.1440049805515556,0.22993441148803306,-0.020143048256101803,0.0558559373235572,0,0.0,0.2996511694423887,0.30220376541780825,0.4639636160524949,2.3855,4.030822048463331,0.6875,4.4375,5.698698433553995,weak,fringe
DAL,"{'BE', 'VRT', 'us:Industrials', 'industrials'}",custom_screen|sector_top_company|seed_peer,BE|VRT,,NYQ,,,EQUITY,,-0.0100021,,67.82,"Delta Air Lines, Inc.","Delta Air Lines, Inc.",,,industrials,electrical-equipment-parts,4,3,BE|VRT|industrials|us:Industrials,0,0,0,new,en-US,US,Equity,Nasdaq Real Time Price,False,LOW,USD,67.57,76.39,38.8,1.3 - Strong Buy,USD,67.89,44557340672.0,True,1178199000000.0,2.0,0.0,1775865563.0,67.82,0.0,1775851202.0,68.63,67.3843 - 68.63,67.3843,7990675.0,67.83,300.0,200.0,us_market,finmb_266311,NYSE,-0.0147459,"Delta Air Lines, Inc.",68.15,11731166.0,13286180.0,[],29.02,0.74793816,38.8 - 76.39,-8.57,-0.11218745,68.287834,1775651400.0,1783600200.0,1783600200.0,1775656800.0,1775656800.0,True,0.563,0.008300162,CLOSED,6.85,8.03257,5.56148,12.194595,656994112.0,31.183,66.5224,1.2975998,0.019506209,62.12445,5.695549,0.09167967,8.443126,2.174903,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,Delta Air Lines,DAL,,,1.11,1773878400.0,9.90073,0.75,,,,Strong Buy,0.00636269,,,,,,,,,,33.860386473429955,3086,0.42127087209469644,-0.048674444889049484,0.18732494683165402,0.8901894558496117,3171,67.0,0.31703880620527647,35.0,0.0,0,0,0.0,0.12249999999999998,1.0,0.0,0.21603375561448626,0.930166016219981,0.7144753462211209,0.0611197878051389,0.11319684470858182,-0.0999336288226077,0.14677038205541626,0,0.0,-0.034603256140892324,0.17622855168006035,0.38115746542660145,2.3425,3.4161070804157556,0.5625,3.6625,4.433225346221121,weak,fringe
MSI,"{'WDC', 'SNDK', 'LITE', 'LRCX', 'MU', 'technology'}",sector_top_company|seed_peer,LITE|LRCX|MU|SNDK|WDC,,,,,,,,,,,"Motorola Solutions, Inc.",,,technology,computer-hardware,6,2,LITE|LRCX|MU|SNDK|WDC|technology,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buy,0.0032290209,,,,,,,,,,41.98647342995169,3086,0.04189748555771859,0.13564111604398743,-0.06180505931868152,0.09872821519098429,3171,124.0,0.01724692006882935,86.0,0.0,0,0,0.0,0.301,1.0,0.0,-0.0766061949717412,0.17200053093631465,0.6701145843012437,0.007878459055572643,0.014995831961124972,-0.10783564314616023,-0.06241351450528421,0,1.0,0.15243854191799233,-0.07057315757081228,-0.19716160081753686,2.303,3.07399582601409,0.225,2.075,2.7951145843012437,weak,fringe
SNPS,"{'WDC', 'SNDK', 'LITE', 'LRCX', 'MU', 'technology'}",sector_top_company|seed_peer,LITE|LRCX|MU|SNDK|WDC,,,,,,,,,,,"Synopsys, Inc.",,,technology,computer-hardware,6,2,LITE|LRCX|MU|SNDK|WDC|technology,0,0,0,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buy,0.0033659858,,,,,,,,,,41.98647342995169,3086,-0.11574430017234213,-0.2376139523031522,-0.19846329496559723,0.027909520686318023,3171,144.0,-0.12312029445965919,112.0,0.0,0,0,0.0,0.392,1.0,0.0,-0.22721263765132416,-0.2680307739764841,0.0,0.0,-0.19026603928964247,-0.2485104300011144,-0.09409215141167226,0,0.0,-0.2263373941170823,-0.20595422491809423,-0.248908672151675,2.301,2.04365,0.05,1.275,0.80625,weak,fringe
LYB,"{'basic-materials', 'us:Basic Materials', 'ALB'}",custom_screen|industry_top_performing|sector_top_company|seed_peer,ALB,,NYQ,,,EQUITY,,1.45,,73.72,LyondellBasell Industries NV,LyondellBasell Industries N.V.,0.7025,73.72,basic-materials,specialty-chemicals,3,4,ALB|basic-materials|us:Basic Materials,0,0,0,new,en-US,US,Equity,Nasdaq Real Time Price,False,LOW,USD,73.71,83.94,41.58,2.9 - Hold,USD,74.5,23750371328.0,True,1272461400000.0,2.0,-0.9766701,1775865560.0,73.0,-0.7200012,1775851202.0,74.53,72.28 - 74.53,72.28,4215556.0,72.27,500.0,100.0,us_market,finmb_792424,NYSE,2.00637,LyondellBasell Industries N.V.,73.31,8236716.0,8734340.0,[],32.14,0.7729677,41.58 - 83.94,-10.220001,-0.12175365,28.320276,1777638600.0,1777638600.0,1777638600.0,1777647600.0,1777647600.0,False,5.45,0.075411655,CLOSED,-2.48,5.22772,4.81648,15.305783,322169978.0,31.302,65.404,8.316002,0.12714821,54.46905,19.25095,0.35342914,14.10175,2.3551211,15.0,0.0,America/New_York,EDT,-14400000.0,False,False,False,LyondellBasell Industries,LYB,,,6.51,1773014400.0,,4.8,,68.0,,Hold,0.013723691,,,,,,,,,,30.742512077294684,3086,0.46908863770672826,0.5474391722331033,0.5140686650227977,0.3849333431274713,3171,48.0,0.4626241890759946,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.3188201131958559,0.8699375815702662,0.6996498345145296,0.23561944763628606,0.3453548132369948,-0.10512255791991465,0.09425557689239161,0,0.0,0.5703275604949372,0.4999186176928134,0.01196788504935764,2.275,3.514911569290489,0.6,4.074999999999999,4.74339983451453,weak,fringe
