ticker,source_names,source_types,seed_hits,etf_hits,name,rating,market weight,sector_key,industry_key,symbol,Name,Holding Percent,seed,source_count,source_type_count,sources,is_active,is_reserve,is_hard_exclusion,candidate_status,ytd return,growth estimate,last price,target price,marketCap,averageDailyVolume3Month,regularMarketPrice,fiftyDayAverageChangePercent,twoHundredDayAverageChangePercent,regularMarketChangePercent,sector,industry,priority_score,profile,recent_score,recent_r63,recent_r126,recent_r252,scan_algo_fit,scan_algo_compat_score,scan_algo_compat_score_v2,scan_latest_rank_if_added,scan_days_top15_if_added,scan_days_top5_if_added,scan_top5_share,scan_rel_recent_score,scan_rr_score,scan_breakout252_component,scan_trend200_component,scan_candidate_track,recommendation,full_delta_roi_pct,oos_delta_roi_pct,full_delta_sharpe,oos_delta_sharpe,full_delta_maxdd_pct,oos_delta_maxdd_pct,backtestable_now,recommendation_rank,source_profiles,profile_count,high_fit_profile_count,positive_profile_count,dynamic_conviction_score,dynamic_status,dynamic_status_rank,exchange,fullExchangeName,broker_tradeable,broker_min_market_cap,as_of
LITE,"{'SNDK', 'WDC', 'LITE'}",industry_top_growth|industry_top_performing|seed_peer,LITE|SNDK|WDC,,Lumentum Holdings Inc.,Buy,0.002376498,technology,computer-hardware,,,,,3,3,LITE|SNDK|WDC,1,0,0,active,0.9164,0.5643564356435644,706.35,671.826,,,,,,,,,26.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.8,discovered,1,,,True,1000000000.0,2026-03-22
VRT,{'BE'},industry_top_growth|industry_top_performing|seed_peer,BE,,Vertiv Holdings Co,Strong Buy,0.015045169,industrials,electrical-equipment-parts,,,,,1,3,BE,1,0,0,active,0.5794,0.519774011299435,255.88,267.826,,,,,,,,,14.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.8,discovered,1,,,True,1000000000.0,2026-03-22
SNOW,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,Snowflake Inc.,Strong Buy,0.00270932,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,0,0,0,new,,,,,57496444928.0,,,,,,,,24.0,targeted_current,-0.1111146951290686,-0.2231725484859342,-0.2435279644736975,0.0773275008939931,weak,1.2,1.43,140.0,0.0,0.0,0.0,-0.1533700923994375,-0.2110899879331986,0.0,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,2.6225,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-22
ACN,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,Accenture plc,Buy,0.005844086,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,0,0,0,new,,,,,124021579776.0,,,,,,,,24.0,targeted_current,-0.2733968232846631,-0.26941618825246,-0.1651429641186284,-0.3836409999667991,weak,1.1,1.165,164.0,0.0,0.0,0.0,-0.2921627007138085,-0.6260203240443664,0.0,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,2.4238,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-22
ADP,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,"Automatic Data Processing, Inc.",Hold,0.0039772643,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,0,0,0,new,,,,,84404404224.0,,,,,,,,24.0,targeted_current,-0.2764884037233337,-0.2138848024944702,-0.28272901293811,-0.301549595122989,weak,1.05,1.0825,167.0,0.0,0.0,0.0,-0.2999793755459013,-1.0651614100221365,0.0,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,2.3619,discovered,1,NMS,NMS,True,1000000000.0,2026-03-22
AAPL,"{'SNDK', 'VGT', 'WDC', 'LITE'}",etf_holding|seed_peer,LITE|SNDK|WDC,VGT,Apple Inc.,Buy,0.17175506,technology,computer-hardware,AAPL,Apple Inc,0.1583723,SNDK,4,2,LITE|SNDK|VGT|WDC,1,0,0,active,,,,,,,,,,,,,32.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-22
AVGO,"{'SNDK', 'VGT', 'WDC', 'LITE'}",etf_holding|seed_peer,LITE|SNDK|WDC,VGT,Broadcom Inc.,Strong Buy,0.069372915,technology,computer-hardware,AVGO,Broadcom Inc,0.0434203,SNDK,4,2,LITE|SNDK|VGT|WDC,1,0,0,active,,,,,,,,,,,,,32.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-22
MSFT,"{'SNDK', 'VGT', 'WDC', 'LITE'}",etf_holding|seed_peer,LITE|SNDK|WDC,VGT,Microsoft Corporation,Strong Buy,0.1337334,technology,computer-hardware,MSFT,Microsoft Corp,0.10394,SNDK,4,2,LITE|SNDK|VGT|WDC,1,0,0,active,,,,,,,,,,,,,32.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-22
NVDA,"{'SNDK', 'VGT', 'WDC', 'LITE'}",etf_holding|seed_peer,LITE|SNDK|WDC,VGT,NVIDIA Corporation,Strong Buy,0.19805475,technology,computer-hardware,NVDA,NVIDIA Corp,0.1806971,SNDK,4,2,LITE|SNDK|VGT|WDC,1,0,0,active,,,,,,,,,,,,,32.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-22
ANET,"{'SNDK', 'WDC', 'LITE'}",industry_top_growth|seed_peer,LITE|SNDK|WDC,,"Arista Networks, Inc.",Strong Buy,0.0077865203,technology,computer-hardware,,,,,3,2,LITE|SNDK|WDC,1,0,0,active,0.0015,0.2564841498559078,,,,,,,,,,,26.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-22
SNDK,"{'SNDK', 'WDC', 'LITE'}",industry_top_performing|seed_peer,LITE|SNDK|WDC,,Sandisk Corporation,Buy,0.004936163,technology,computer-hardware,,,,,3,2,LITE|SNDK|WDC,1,0,0,active,1.9898,,709.71,767.684,,,,,,,,,26.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-22
WDC,"{'SNDK', 'WDC', 'LITE'}",industry_top_performing|seed_peer,LITE|SNDK|WDC,,Western Digital Corporation,Buy,0.0047220797,technology,computer-hardware,,,,,3,2,LITE|SNDK|WDC,1,0,0,active,0.7014,,293.1,321.0,,,,,,,,,26.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-22
CAT,"{'BE', 'XLI'}",etf_holding|seed_peer,BE,XLI,Caterpillar Inc.,Buy,0.048968296,industrials,electrical-equipment-parts,CAT,Caterpillar Inc,0.0639929,BE,2,2,BE|XLI,1,0,0,active,,,,,,,,,,,,,20.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-22
GE,"{'BE', 'XLI'}",etf_holding|seed_peer,BE,XLI,GE Aerospace,Strong Buy,0.046489768,industrials,electrical-equipment-parts,GE,GE Aerospace,0.0664574,BE,2,2,BE|XLI,1,0,0,active,,,,,,,,,,,,,20.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-22
RTX,"{'BE', 'XLI'}",etf_holding|seed_peer,BE,XLI,RTX Corporation,Buy,0.040989276,industrials,electrical-equipment-parts,RTX,RTX Corp,0.0500102,BE,2,2,BE|XLI,1,0,0,active,,,,,,,,,,,,,20.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-22
BE,{'BE'},industry_top_performing|seed_peer,BE,,Bloom Energy Corporation,Buy,0.0064723734,industrials,electrical-equipment-parts,,,,,1,2,BE,1,0,0,active,0.7277,,150.12,144.08,,,,,,,,,14.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-22
AAOI,{'LITE'},industry_top_growth|industry_top_performing,,,"Applied Optoelectronics, Inc.",,,technology,communication-equipment,,,,,1,2,LITE,0,0,0,new,1.5112,0.9285714285714288,87.54,90.3,6799681024.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,NGM,NGM,True,1000000000.0,2026-03-22
POWL,{'BE'},industry_top_growth|industry_top_performing,,,"Powell Industries, Inc.",,,industrials,electrical-equipment-parts,,,,,1,2,BE,0,0,0,new,0.6187,1.9271844660194173,516.0,517.667,6265418240.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,NMS,NMS,True,1000000000.0,2026-03-22
ADBE,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,Adobe Inc.,Buy,0.0048000608,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
ADI,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,"Analog Devices, Inc.",Buy,0.007118413,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,0,1,0,reserve,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
AMAT,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,"Applied Materials, Inc.",Buy,0.013352653,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
AMD,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,"Advanced Micro Devices, Inc.",Buy,0.015467669,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
APH,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,Amphenol Corporation,Buy,0.007341095,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
CDNS,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,"Cadence Design Systems, Inc.",Strong Buy,0.003690607,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
CRM,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,"Salesforce, Inc.",Buy,0.008626588,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
CRWD,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,"CrowdStrike Holdings, Inc.",Buy,0.004887829,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
FTNT,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,"Fortinet, Inc.",Hold,0.0028524052,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,0,0,1,hard_exclusion,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
INTU,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,Intuit Inc.,Buy,0.005973621,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
KLAC,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,KLA Corporation,Buy,0.009278877,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
LRCX,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,Lam Research Corporation,Buy,0.013515726,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
MRVL,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,"Marvell Technology, Inc.",Strong Buy,0.0036217468,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
MU,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,"Micron Technology, Inc.",Buy,0.022472074,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
NET,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,"Cloudflare, Inc.",Buy,0.0035729234,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
NOW,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,"ServiceNow, Inc.",Strong Buy,0.0054880874,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
NXPI,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,NXP Semiconductors N.V.,Strong Buy,0.0022786944,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
ORCL,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,Oracle Corporation,Buy,0.020285182,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
PANW,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,"Palo Alto Networks, Inc.",Buy,0.006265617,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
PLTR,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,Palantir Technologies Inc.,Buy,0.016981546,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
QCOM,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,QUALCOMM Incorporated,Hold,0.0065375953,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
SHOP,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,Shopify Inc.,Buy,0.007181681,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
TXN,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,Texas Instruments Incorporated,Hold,0.008030904,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,0,1,0,reserve,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
UBER,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,"Uber Technologies, Inc.",Buy,0.007234609,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
UI,"{'SNDK', 'WDC', 'LITE'}",seed_peer,LITE|SNDK|WDC,,Ubiquiti Inc.,Hold,0.0021824215,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
SMCI,"{'SNDK', 'WDC'}",industry_top_growth,,,"Super Micro Computer, Inc.",,,technology,computer-hardware,,,,,2,1,SNDK|WDC,1,0,0,active,-0.2986,0.511996378451788,,,,,,,,,,,17.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
AXON,{'BE'},seed_peer,BE,,"Axon Enterprise, Inc.",Buy,0.006131673,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
BA,{'BE'},seed_peer,BE,,The Boeing Company,Buy,0.023564363,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
CARR,{'BE'},seed_peer,BE,,Carrier Global Corporation,Buy,0.0074592386,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
CMI,{'BE'},seed_peer,BE,,Cummins Inc.,Buy,0.0113288015,industrials,electrical-equipment-parts,,,,,1,1,BE,0,1,0,reserve,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
DE,{'BE'},seed_peer,BE,,Deere & Company,Buy,0.023234447,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
EME,{'BE'},seed_peer,BE,,"EMCOR Group, Inc.",Buy,0.004987243,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,32452116480.0,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-22
EMR,{'BE'},seed_peer,BE,,Emerson Electric Co.,Buy,0.011074033,industrials,electrical-equipment-parts,,,,,1,1,BE,0,1,0,reserve,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
ETN,{'BE'},seed_peer,BE,,Eaton Corporation plc,Buy,0.021297153,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
FAST,{'BE'},seed_peer,BE,,Fastenal Company,Hold,0.007722554,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
GD,{'BE'},seed_peer,BE,,General Dynamics Corporation,Buy,0.014368373,industrials,electrical-equipment-parts,,,,,1,1,BE,0,1,0,reserve,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
HEI-A,{'BE'},seed_peer,BE,,HEICO Corporation,Hold,0.0051302826,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,33382881280.0,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-22
HON,{'BE'},seed_peer,BE,,Honeywell International Inc.,Buy,0.021638485,industrials,electrical-equipment-parts,,,,,1,1,BE,0,1,0,reserve,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
HWM,{'BE'},seed_peer,BE,,Howmet Aerospace Inc.,Strong Buy,0.014301777,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
IR,{'BE'},seed_peer,BE,,Ingersoll Rand Inc.,Buy,0.0049420483,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,32158035968.0,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-22
LHX,{'BE'},seed_peer,BE,,"L3Harris Technologies, Inc.",Buy,0.010143129,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
LMT,{'BE'},seed_peer,BE,,Lockheed Martin Corporation,Hold,0.02231218,industrials,electrical-equipment-parts,,,,,1,1,BE,0,1,0,reserve,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-22
